name,ticker,cik,cusip,exchange,isDelisted,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,currency,location,id
BAE SYSTEMS CANADA INC,BAE,800031,055231104 136357100,NYSEMKT,True,Canadian Common Stock,Industrials,Aerospace & Defense,3812,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,,USD,Quebec; Canada,600197006fb0427a641c9ad718924ec3
BIOCERES CROP SOLUTIONS CORP,BIOX.WS,1769484,G1117K106 G9366W127,NYSEMKT,True,ADR Common Stock Warrant,Basic Materials,Agricultural Inputs,2870,Manufacturing,Agricultural Chemicals,,Chemicals,USD,Cayman Islands,48ae3ed8c0e71627d514107f66026ca5
BERKSHIRE INCOME REALTY INC,BIR-PA,1178862,084690205,NYSEMKT,True,Domestic Preferred Stock,Real Estate,Real Estate Services,6500,Finance Insurance And Real Estate,Real Estate,,,USD,Massachusetts; U.S.A,f12273de3095877aa059e71f380f3f8e
BITE ACQUISITION CORP,BITE.U,1831270,09175K204,NYSEMKT,False,Domestic Common Stock Secondary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,07a663b05eec661c9022cc2bc7896a1b
BITE ACQUISITION CORP,BITE.WS,1831270,09175K113,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,a9bdc869e149a555660d38d2fa7c7d68
AMERICAN BANK CONN WATERBURY,BKC2,,024327108,NYSEMKT,True,Domestic Common Stock,,,,,,,,USD,,5d48fdb7b518dd4c960061b28fd493ba
BLUERIVER ACQUISITION CORP,BLUA.U,1831006,G1261Q123,NYSEMKT,False,Domestic Common Stock Secondary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Texas; U.S.A,f4d48aca983d83a8cb44646051883fcd
BLUERIVER ACQUISITION CORP,BLUA.WS,1831006,G1261Q115,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Texas; U.S.A,e86e0bcac184aa6163f0753565bb797f
BM TECHNOLOGIES INC,BMTX.WS,1725872,58518F117 05591L115,NYSEMKT,False,Domestic Common Stock Warrant,Technology,Software - Application,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Pennsylvania; U.S.A,72121ca0ffab68af47e5f9d3468f6ec6
BATTLE NORTH GOLD CORP,BNAUF,1057791,780911103 780911509 07160B106,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,762e4bc6fd65ba24793444e31ea675a2
BFC CONSTRUCTION CORP,BNC,109553,054938105 060339108,NYSEMKT,True,Canadian Common Stock,Industrials,Engineering & Construction,1600,Construction,Heavy Construction Other Than Bldg Const - Contractors,,,USD,Ontario; Canada,8843d7878c46eb9c6cf0929c44f00473
BLACKROCK DIVIDEND INCOME TRUST,BQY,1280936,09250D109 783834104,NYSEMKT,True,CEF,,,,,,,,USD,Delaware; U.S.A,b203b65ab698c29fe93953601621490c
BOQII HOLDING LTD,BQ,1815021,09950L104 09950L203 09950L302,NYSEMKT,False,ADR Common Stock,Consumer Cyclical,Specialty Retail,5990,Retail Trade,Retail-Retail Stores Nec,,Retail,USD,China,065032406ade1335f7e1947beeea8f14
BLUEROCK RESIDENTIAL GROWTH REIT INC,BRG-PA,1442626,09627J508,NYSEMKT,True,Domestic Preferred Stock,Real Estate,REIT - Residential,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,294e4eda510afca1ab975d2bd7554598
BLUEROCK RESIDENTIAL GROWTH REIT INC,BRG-PC,1442626,09627J748,NYSEMKT,True,Domestic Preferred Stock,Real Estate,REIT - Residential,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,e8d5582bb6ec80e8c69c80725c1dd047
BLUEROCK RESIDENTIAL GROWTH REIT INC,BRG-PD,1442626,09627J656,NYSEMKT,True,Domestic Preferred Stock,Real Estate,REIT - Residential,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,c5940418951cfb90e2ace20705ff94aa
NUBURU INC,BURUW,1814215,87403Q110 67021W111,NYSEMKT,True,Domestic Common Stock Warrant,Industrials,Specialty Industrial Machinery,3690,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment,USD,Colorado; U.S.A,26227ee4fce2709596e497302e6f9648
CEC RESOURCES LTD,CGS1,933435,124980103,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Colorado; U.S.A,24b85d55c82dc44584c60dfce7afb64c
CONCORD FABRICS INC,CIS.B,23249,206219305,NYSEMKT,True,Domestic Common Stock Secondary Class,Consumer Cyclical,Textile Manufacturing,2200,Manufacturing,Textile Mill Products,,Textiles,USD,New York; U.S.A,92a37a0cd182b051ff2d1464cb756ce4
CALIDI BIOTHERAPEUTICS INC,CLDI.WS,1855485,320703119,NYSEMKT,False,Domestic Common Stock Warrant,Healthcare,Biotechnology,2836,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,USD,Virginia; U.S.A,8ff9c3092bfd554f95c63625e1af0350
CUMBERLAND RESOURCES LTD,CLG1,1016724,23077R100,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,07a75b7fc34eaeb4e8d3e0333bcfff8c
CLAUDE RESOURCES INC,CLGRF,1173924,182873109,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Saskatchewan; Canada,e3927640a81f77bdff760b6213b35fa8
COMINCO LTD,CLT,800135,200435105,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,,USD,British Columbia; Canada,91c21151e86c5f358f8eb9a99b0eee8b
CROWN CENTRAL PETROLEUM CORP,CNP.A,25885,228219101,NYSEMKT,True,Domestic Common Stock Secondary Class,Energy,Oil & Gas Refining & Marketing,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,Maryland; U.S.A,c5b89f0e0bdb3c91b7279b041314e20d
COMPUTERIZED THERMAL IMAGING INC,COIB,1021853,20557C108,NYSEMKT,True,Domestic Common Stock,Healthcare,Diagnostics & Research,3826,Manufacturing,Laboratory Analytical Instruments,,,USD,Oregon; U.S.A,47bd655e5d8e140a1b39d9dba1430d85
CYBIN INC,CYBN,1833141,23256X100,NYSEMKT,False,Canadian Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Ontario; Canada,aca81243af73d49c5766c400462f01d3
DAYTON MINING CORP,DAY1,939696,239902109 239902208,NYSEMKT,True,ADR Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,,USD,British Columbia; Canada,28767721c941f2ac230d189c7a4920a2
DAKOTA GOLD CORP,DC.WS,1852353,46655E118,NYSEMKT,False,Domestic Common Stock Warrant,Basic Materials,Gold,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,South Dakota; U.S.A,20c24ce29dd88a4aab14295802bbd649
DDC ENTERPRISE LTD,DDC,1808110,G276AC101,NYSEMKT,False,ADR Common Stock,Consumer Defensive,Packaged Foods,2000,Manufacturing,Food And Kindred Products,,Food Products,USD,China,7853c1e739df09dc2f25e4adf5799678
DESERT SUN MINING CORP,DEZ,1056086,25043V107,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,,USD,British Columbia; Canada,1e2b3e1babbb1db1c6819fe356d454f0
DMY SQUARED TECHNOLOGY GROUP INC,DMYY.WS,1915380,233276112,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Nevada; U.S.A,486ddede4d74c3472ac62f1ecbbf3fb0
DIA MET MINERALS LTD,DMM.A,936167,25243K208,NYSEMKT,True,Canadian Common Stock Primary Class,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,,USD,British Columbia; Canada,ccc781b2b33573c03490a3b244f2c7a8
DIA MET MINERALS LTD,DMM.B,936167,25243K307,NYSEMKT,True,Canadian Common Stock Secondary Class,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,,USD,British Columbia; Canada,dfe649fec20038989e041c9d48a4726a
DMY SQUARED TECHNOLOGY GROUP INC,DMYY.U,1915380,233276203,NYSEMKT,False,Domestic Common Stock Secondary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Nevada; U.S.A,aef4dda96edf02dee0544e16c3a73a75
DENISON MINES CORP,DNN,1063259,248356107 46052H102,NYSEMKT,False,Canadian Common Stock,Basic Materials,Uranium,1090,Mining,Miscellaneous Metal Ores,,Non-Metallic and Industrial Metal Mining,USD,Ontario; Canada,66e2b933c658058618fbe8c1c9c95a69
COINMACH SERVICE CORP,DRA1,1282858,19259W206,NYSEMKT,True,Domestic Common Stock Secondary Class,Consumer Cyclical,Personal Services,7200,Services,Services-Personal Services,,Personal Services,USD,New York; U.S.A,72f0154aa1e57489c9595e06b0b5f70c
DRIVER HARRIS CO,DRHA,30197,262093206,NYSEMKT,True,Domestic Common Stock,Industrials,Aerospace & Defense,3350,Manufacturing,Rolling Drawing & Extruding Of Nonferrous Metals,,,USD,New Jersey; U.S.A,0bf0d1d76ec97bf647bcb55635fd21bf
DUNXIN FINANCIAL HOLDINGS LTD,DXF,1499494,26605Q106 16950W105 16950W113 26605Q205 16950W204,NYSEMKT,False,ADR Common Stock,Financial Services,Credit Services,6199,Finance Insurance And Real Estate,Finance Services,,Banking,USD,China,ccb8db4317cfe9bdc8417b12f69f03de
DXI ENERGY INC,DXIEF,1323838,24486R103 23286A104 244866208 267473106,NYSEMKT,True,ADR Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,British Columbia; Canada,dd44348af6e8d2ab4c1b4a872ef3ef0b
ELLSWORTH GROWTH & INCOME FUND LTD,ECF-PA,793040,289074205,NYSEMKT,False,Domestic Preferred Stock,Financial Services,Asset Management,,,,,,USD,New Jersey; U.S.A,121c046bb8055aa0806dde29afbb8c08
CANADIAN 88 ENERGY CORP,EEE1,928810,13566G509,NYSEMKT,True,Canadian Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,,USD,Alberta; Canada,38137d66256a46a56db5f5b613669c71
ELECTROCHEMICAL INDUSTRIES 1952 LTD,EIL,201739,M3909Q104,NYSEMKT,True,ADR Common Stock,Basic Materials,Specialty Chemicals,2821,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,,,USD,Israel,4529902ef43403f4ef4e7e890e8b43fc
ELECTRIQ POWER HOLDINGS INC,ELIQW,1827871,87257M116 285046116,NYSEMKT,True,Domestic Common Stock Warrant,Utilities,Utilities - Renewable,3690,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment,USD,Florida; U.S.A,5e0f27634d51aea932c250ae2b72cf32
ELLOMAY CAPITAL LTD,ELLO,946394,M39927120 M75165106 M39927104,NYSEMKT,False,ADR Common Stock,Utilities,Utilities - Renewable,4911,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,USD,Israel,0ae311a5e0c28061dbff12df5c273f27
EMX ROYALTY CORP,EMX,1285786,26873J107 29843R100,NYSEMKT,False,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,a3b342c4cf2cdb2652c64b34a7c6d0e9
EVOLUTION PETROLEUM CORP,EPM-PA,1006655,30049A206,NYSEMKT,True,Domestic Preferred Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,f6e76bafe66a08322d5e849d7235cd31
CORRIENTE RESOURCES INC,ETQ,1345564,22027E409 22027E102,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,6bf9949f983e6a154ed715d1111c7ba9
EVE MOBILITY ACQUISITION CORP,EVE.U,1861121,G3218G125,NYSEMKT,False,Domestic Common Stock Secondary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Delaware; U.S.A,5d229346454e9125cfaf40194854485f
EVE MOBILITY ACQUISITION CORP,EVE.WS,1861121,G3218G117,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Delaware; U.S.A,456d1e6de0ad2aab750979803308a24e
EXX INC,EXEXB,89261,269282208,NYSEMKT,True,Domestic Common Stock Secondary Class,Consumer Cyclical,Leisure,3944,Manufacturing,Games Toys & Children'S Vehicles (No Dolls & Bicycles),,Recreation,USD,Nevada; U.S.A,7a729b77ee9092f4f93530e1e3ac34ee
FIRST CITY BANK,FBK1,832421,319610101,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,,USD,Connecticut; U.S.A,27aa3ed845b1c1bb8970cc3f5148127b
FLYEXCLUSIVE INC,FLYX.WS,1843973,26846A118 343928115,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Airports & Air Services,4522,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Nonscheduled,,Transportation,USD,New York; U.S.A,2fb1f14ab985751ab20f81d82ed02dc6
FOXO TECHNOLOGIES INC,FOXOW,1812360,24803C110 351471115,NYSEMKT,True,Domestic Common Stock Warrant,Healthcare,Health Information Services,8731,Services,Services-Commercial Physical & Biological Research,,Business Services,USD,Minnesota; U.S.A,33bff15f44207544edb043c258efa8e1
FRONTEER GOLD INC,FRG2,1271129,35903Q106 359032109,NYSEMKT,True,Canadian Common Stock,Energy,Oil & Gas Equipment & Services,1400,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,5cc700edcf71091cdd7b79f4e637dc36
FURY GOLD MINES LTD,FURY,1514597,36117T100 05208W108,NYSEMKT,False,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,98779d5ef990102127549c3e7736d4f3
GAMCO GLOBAL GOLD NATURAL RESOURCES & INCOME TRUST,GGN-PB,1313510,36465A307,NYSEMKT,False,Domestic Preferred Stock,Financial Services,Asset Management,,,,,,USD,New York; U.S.A,448fde45614635d9a29c78b6bad3bbd1
GOLDMINING INC,GLDG,1538847,38149E101,NYSEMKT,False,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,8e54cae5f07f396ac818c8f8e4e04ff7
GLOBAL OCEAN CARRIERS LTD,GLO1,841390,379357106,NYSEMKT,True,ADR Common Stock,Industrials,Marine Shipping,4412,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,,USD,Greece,76da1c55ccc43be1e49474b852375ee7
MARTI TECHNOLOGIES INC,GLTA.U,1852767,G3R23A124,NYSEMKT,True,ADR Common Stock Secondary Class,Technology,Software - Application,7510,Services,Services-Auto Rental & Leasing (No Drivers),,Personal Services,USD,District Of Columbia; U.S.A,f838e993eb31eb364849c79eba1811c3
GREAT PANTHER MINING LTD,GPLDF,1300050,39115V101 39115V309 39115T106,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,c806fb2514595ef7b6499b494167e253
GRAPHEX GROUP LTD,GRFX,1816723,38867H104,NYSEMKT,False,ADR Common Stock,Basic Materials,Other Industrial Metals & Mining,3620,Manufacturing,Electrical Industrial Apparatus,,Electrical Equipment,USD,Hong Kong,6ce9a38f4652c118cf3fa92b20656e70
GOLD ROYALTY CORP,GROY.WS,1834026,38071H114,NYSEMKT,True,ADR Common Stock Warrant,Basic Materials,Other Precious Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,091547c227dff5f67278e5abca91b14b
GASTAR EXPLORATION INC,GST-PA,1431372,36729P207,NYSEMKT,True,Domestic Preferred Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,7ebeafa6947d387fefefa9421fa9d74d
GOLD STANDARD VENTURES CORP,GSV,1321847,380738104,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1400,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,bb60a55a137d0dee47cc10a9d990d626
HELIX BIOPHARMA CORP,HBPCF,1305591,422910109,NYSEMKT,True,ADR Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Oman,040a66e5d5ba3672035e78cd44636965
HALLWOOD ENERGY PARTNERS LP,HEP.C,768172,40636P300,NYSEMKT,True,Domestic Common Stock Secondary Class,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Colorado; U.S.A,e4158d483832884b85142c8bb50be38c
HILLMAN GROUP INC,HLM-P,1496639,43162L206,NYSEMKT,True,Domestic Preferred Stock,,,,,,,,USD,Ohio; U.S.A,18189582f067cf825c9831726a38a1d4
HERALD NATIONAL BANK,HNB,,42703Q104,NYSEMKT,True,Domestic Common Stock,,,,,,,,USD,,e034721a0437d49f10ba76dd4375f287
HNR ACQUISITION CORP,HNRA.WS,1842556,40472A128,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Texas; U.S.A,c0b0bd238d5abf7ff9351d1170a79793
HOWMET AEROSPACE INC,HWM-P,4281,443201207,NYSEMKT,False,Domestic Preferred Stock,Industrials,Aerospace & Defense,3350,Manufacturing,Rolling Drawing & Extruding Of Nonferrous Metals,,Steel Works Etc,USD,Pennsylvania; U.S.A,549a9bfbe1b3acaa0c2292f14e380b68
IMMTECH PHARMACEUTICALS INC,IMMP1,882509,452519101,NYSEMKT,True,Domestic Common Stock,Healthcare,Biotechnology,2836,Manufacturing,Biological Products (No Disgnostic Substances),,,USD,Illinois; U.S.A,1b77c1cdfdd1f80a7207d066dba59c92
IMPERIAL OIL LTD,IMO,49938,453038408,NYSEMKT,False,Domestic Common Stock,Energy,Oil & Gas Integrated,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,Alberta; Canada,18e7ea2de72b37bcd5ccda952f3c17da
INVITEL HOLDINGS A,INVHY,1450598,46186X106,NYSEMKT,True,ADR Common Stock,Communication Services,Telecom Services,4899,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication,USD,Hungary,8a4db464ede0d6421a1cbdffe3abad22
JAWS MUSTANG ACQUISITION CORP,JWSM.U,1831359,G50737116,NYSEMKT,False,Domestic Common Stock Secondary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Florida; U.S.A,7575869058558f6dd61888216394f0b5
JAWS MUSTANG ACQUISITION CORP,JWSM.WS,1831359,G50737124,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Florida; U.S.A,d68100ec7a558589337599594b5266ad
CARMEL CONTAINER SYSTEMS LTD,KMLCF,799210,143269108,NYSEMKT,True,ADR Common Stock,Consumer Cyclical,Packaging & Containers,2650,Manufacturing,Paperboard Containers & Boxes,,Shipping Containers,USD,Israel,163c02e9110df24642c0f146706689fe
KAFUS INDUSTRIES LTD,KSEVQ,793762,482910106,NYSEMKT,True,Canadian Common Stock,Basic Materials,Building Products & Equipment,2400,Manufacturing,Lumber & Wood Products (No Furniture),,,USD,British Columbia; Canada,3222ff8ef4778676a38c14ab11788c5b
LEGATO MERGER CORP III,LEGT.U,2002038,G5451A129,NYSEMKT,False,Domestic Common Stock Secondary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,619af04b1c8be740fd108749d74586d0
LEGATO MERGER CORP III,LEGT.WS,2002038,G5451A111,NYSEMKT,False,Domestic Common Stock Warrant,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,b5fd61e1f1038bbbfa93bab47848c808
LGL GROUP INC,LGL.R,61004,50186A124,NYSEMKT,True,Domestic Common Stock Warrant,Technology,Electronic Components,3679,Manufacturing,Electronic Components Nec,,Electronic Equipment,USD,Florida; U.S.A,c2c2cb321975133361a31ab6227ad918
LGL GROUP INC,LGL.WS,61004,50186A132,NYSEMKT,False,Domestic Common Stock Warrant,Technology,Electronic Components,3679,Manufacturing,Electronic Components Nec,,Electronic Equipment,USD,Florida; U.S.A,118f210b1f19e3ade096e607b841458d
LEMONADE INC,LMND.WS,1691421,52567D115,NYSEMKT,False,Domestic Common Stock Warrant,Financial Services,Insurance - Property & Casualty,6331,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,USD,New York; U.S.A,5fa604c3498e7e4022010b129b5fee19
LAKE SHORE GOLD CORP,LSG,1279944,510728108,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Ontario; Canada,2910f01b4f56c47b0a9a24f206fe99cb
LADENBURG THALMANN FINANCIAL SERVICES INC,LTS-PA,1029730,50575Q201,NYSEMKT,True,Domestic Preferred Stock,Financial Services,Capital Markets,6211,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading,USD,Florida; U.S.A,81e60c3114c7b13c9d5bf7304ce70e0f
CLAYMORE/ROBECO LARGE-CAP VALUE ETF,CLV,1364089,18383M761,NYSEMKT,True,ETF,,,,,,,,USD,,fa7d31940a53d07a751b3bccb37ace1d
AIRSPAN NETWORKS HOLDINGS INC,MIMO.WS,1823882,00951K112 64222H118,NYSEMKT,True,Domestic Common Stock Warrant,Communication Services,Telecom Services,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,Florida; U.S.A,0a49891dfe08395035a9c7bb305806d1
AIRSPAN NETWORKS HOLDINGS INC,MIMO.WSA,1823882,00951K120,NYSEMKT,True,Domestic Common Stock Warrant,Communication Services,Telecom Services,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,Florida; U.S.A,2a6a7b7492fb678c3c44c3806630c19a
AIRSPAN NETWORKS HOLDINGS INC,MIMO.WSB,1823882,00951K138,NYSEMKT,True,Domestic Common Stock Warrant,Communication Services,Telecom Services,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,Florida; U.S.A,38727c033d1bbddafacabfe444072488
AIRSPAN NETWORKS HOLDINGS INC,MIMOW,1823882,00951K146,NYSEMKT,True,Domestic Common Stock Warrant,Communication Services,Telecom Services,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,Florida; U.S.A,a85e06d31e9afb4f45c6b71993d821c1
MAVERIX METALS INC,MMX,1773250,57776F405 57776F108,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Precious Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,9919d1f2bb0f1155da972d7da44adf3c
MAXX PETROLEUM LTD,MMX1,1047821,57777D201,NYSEMKT,True,Canadian Common Stock,Energy,Oil & Gas E&P,1382,Mining,Oil & Gas Field Exploration Services,,,USD,Alberta; Canada,51e663985d1898d3d2c086bc08155db9
MIRAMAR MINING CORP,MNG,940947,60466E100,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,8d0a9f36657f17a5a809ea07ae1b43b3
MARTI TECHNOLOGIES INC,MRT.WS,1852767,G3R23A116 573134111,NYSEMKT,True,ADR Common Stock Warrant,Technology,Software - Application,7510,Services,Services-Auto Rental & Leasing (No Drivers),,Personal Services,USD,District Of Columbia; U.S.A,015d3a1601faeb35079f72f3e18d3f43
METALLA ROYALTY & STREAMING LTD,MTA,1722606,59124U605,NYSEMKT,False,Canadian Common Stock,Basic Materials,Other Precious Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,ea8ddff58561be933a7839cebb55e8ad
NORTHERN DYNASTY MINERALS LTD,NAK,1164771,66510M204,NYSEMKT,False,ADR Common Stock,Basic Materials,Other Industrial Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,906b9acadea658799511962517608705
NEW PACIFIC METALS CORP,NEWP,1369085,64782A107,NYSEMKT,False,Canadian Common Stock,Basic Materials,Other Precious Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,51fd272e536866b0789907959e032736
NEW FOUND GOLD CORP,NFGC,1840616,64440N103,NYSEMKT,False,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,8886db7af5149eabd9d7fbc9600c0dfc
NATIONAL HEALTHCARE CORP,NHC-PA,1047335,635906209,NYSEMKT,True,Domestic Preferred Stock,Healthcare,Medical Care Facilities,8051,Services,Services-Skilled Nursing Care Facilities,,Healthcare,USD,Tennessee; U.S.A,845a0713df1917468b05ecba1c66fceb
NUMAC ENERGY INC,NMC1,73330,67052A103,NYSEMKT,True,Canadian Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,,USD,Alberta; Canada,85077d03cf32416c442628ba9743ac29
NRC GROUP HOLDINGS CORP,NRCG.WS,1703038,629375114,NYSEMKT,True,Domestic Common Stock Warrant,Industrials,Waste Management,4955,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,,Almost Nothing,USD,New York; U.S.A,1541b707770b7d1a1c46ba3d35ae336f
NORTHERN STAR INVESTMENT CORP II,NSTB.U,1834518,66573W206,NYSEMKT,True,Domestic Common Stock Secondary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,e5d1dccc32814f4d4695f57c02e6af3a
OBSIDIAN ENERGY LTD,OBE,1334388,707887105 674482203 674482104 707885109,NYSEMKT,False,Canadian Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Alberta; Canada,371c0f463a82f51be274237f0c8bab73
ORBITAL CORP LTD,OBTLY,880419,685563504 685563405 685563306,NYSEMKT,True,ADR Common Stock,Consumer Cyclical,Auto Parts,3714,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,USD,Australia,b6e89be3972ae8517930ac294abdf3c6
ORIOLE HOMES CORP,OHC.A,74928,686264102,NYSEMKT,True,Domestic Common Stock Secondary Class,Consumer Cyclical,Residential Construction,1531,Construction,Operative Builders,,Construction,USD,Florida; U.S.A,6a144687e3b1fbd34d9d4d879c3902a4
